;Unnamed: 0;Participant;List;type;alter;geschlecht;händigkeit;aufgewachsen;wohnhaft_2020;weietere_MS;AMLaP;Part_Sex;Trial;Item;Time;Subexperiment;Condition;Verb;presumed_bias;NP1gender;NP2_gender;verbclass;Connective;prompt;cont;Analysierbar;Anzahl_Ana;Wortstellung;Koref_erste_ama;bias;congruency;Form;personalpronomen;Einbettung;stelle_1;kasusidentisch;anapher_folgt_unmittelbar_auf_konnektor;peronalpronomen_folgt_unmittelbar_auf_konnektor;filter_$;Zufallsreihenfolge;UrsprünglicheReihenfolge;filter_mit_gefallen;NP1;NP2
357;357;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;23;9;1,56055E+13;2;weil_se_fm;stören;subject;f; m;se; weil;Annemarie störte Malte, weil;sie insgeheim von ihm bemerkt werden wollte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;439;90;Selected;Annemarie;Malte
358;358;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;81;9;1,56055E+13;2;sodass_es_mf;hassen;subject;m; f;es; sodass;Malte hasste Annemarie, sodass;er beschloss, ihr das Leben zur Hölle zu machen, wo er nur konnte;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;172;107;Selected;Malte;Annemarie
359;359;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;113;10;1,56055E+13;2;sodass_se_fm;beeindrucken;object;f; m;se; sodass;Adele beeindruckte Robin, sodass;er in wilden Jubel ausbrach, nachdem der Vorhang gefallen war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1266;118;Selected;Adele;Robin
360;360;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;5;11;1,56055E+13;2;sodass_se_mf;begeistern;object;m; f;se; sodass;Armin begeisterte Anna, sodass;diese sich in ihn verliebte;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1418;84;Selected;Armin;Anna
361;361;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;3;12;1,56055E+13;2;weil_se_mf;amüsieren;subject;m; f;se; weil;Fritz amüsierte Emma, weil;er ein sympathischer Trottel war;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1874;82;Selected;Fritz;Emma
362;362;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;76;12;1,56055E+13;2;sodass_es_fm;lieben;subject;f; m;es; sodass;Emma liebte Fritz, sodass;sie hoffte, er würde ihr bald einen Antrag machen;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1293;104;Selected;Emma;Fritz
363;363;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;25;13;1,56055E+13;2;weil_se_fm;langweilen;subject;f; m;se; weil;Melanie langweilte Jacob, weil;sie den ganzen Tag keine Anstalten gemacht hatte, irgendwie zu kommunizieren;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1657;91;Selected;Melanie;Jacob
364;364;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;11;13;1,56055E+13;2;sodass_es_mf;bemitleiden;subject;m; f;es; sodass;Jacob bemitleidete Melanie, sodass;er ihr die Tafel Schokolade schenkte, die er immer mit sich herumtrug.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1048;86;Selected;Jacob;Melanie
365;365;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;106;14;1,56055E+13;2;weil_es_mf;anhimmeln;object;m; f;es; weil;Yannick himmelte Janina an, weil;sie die talentierteste Frau war, die er je getroffen hatte;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;441;115;Selected;Yannick;Janina
366;366;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;109;15;1,56055E+13;2;weil_es_fm;fürchten;object;f; m;es; weil;Katharina fürchtete Rüdiger, weil;er groß war und niemals zu lächeln schien;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;481;116;Selected;Katharina;Rüdiger
367;367;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;79;15;1,56055E+13;2;sodass_se_mf;ängstigen;object;m; f;se; sodass;Rüdiger ängstigte Katharina, sodass;sie nie von der Seite ihres Freundes wich, wenn sie ihm auf einer Feier begegneten;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1683;105;Selected;Rüdiger;Katharina
368;368;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;97;16;1,56055E+13;2;sodass_es_fm;vertrauen;subject;f; m;es; sodass;Stefanie vertraute Dennis, sodass;sie ihren Zweitschlüssel bei ihm lies, sollte sie sich irgendwann aussperren.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1913;113;Selected;Stefanie;Dennis
369;369;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;93;17;1,56055E+12;2;sodass_es_mf;vermissen;subject;m; f;es; sodass;Felix vermisste Marike, sodass;er begann, seltsame Eigenheiten zu entwickeln, um den Verlust zu kompensieren;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1954;112;Selected;Felix;Marike
370;370;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;43;18;1,56055E+12;2;weil_es_mf;ekeln sich vor;object;m; f;es; weil;Klaus ekelte sich vor Marie, weil;er mit angesehen hatte, wie sie mit einem toten Frosch gespielt hatte;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1760;97;Selected;Klaus;Marie
371;371;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;112;18;1,56055E+13;2;sodass_se_fm;erstaunen;object;f; m;se; sodass;Marie erstaunte Klaus, sodass;er ihr mit offenem Mund lauschte und die Welt um sich herum vollkommen vergaß;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1474;117;Selected;Marie;Klaus
372;372;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;91;19;1,56055E+13;2;weil_es_fm;sorgen sich um;object;f; m;es; weil;Alisa sorgte sich um Alexander, weil;er sich schon seit Tagen nicht mehr bei ihr gemeldet hatte;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1055;111;Selected;Alisa;Alexander
373;373;103;1;Experiment;32;male;rechts;27472;72074;keine;ja;male;99;20;1,56055E+13;2;sodass_es_fm;bedauern;subject;f; m;es; sodass;Aisha bedauerte Albert, sodass;sie beschloss, ihm einen Trost-Kuchen zu backen;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;387;114;Selected;Aisha;Albert
374;374;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;27;1;1,56041E+13;2;weil_se_fm;schockieren;subject;f; m;se; weil;Johanna schockierte Lars, weil;sie so unvernünftig handelte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;407;126;Selected;Johanna;Lars
375;375;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;2;1;1,56041E+13;2;sodass_es_mf;verachten;subject;m; f;es; sodass;Lars verachtete Johanna, sodass;Er sie ignorierte;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1606;121;Selected;Lars;Johanna
376;376;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;9;2;1,56041E+13;2;weil_es_mf;verehren;object;m; f;es; weil;Patrick verehrte Anastasia, weil;sie ein so großes Herz hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;879;122;Selected;Patrick;Anastasia
377;377;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;37;2;1,56041E+13;2;sodass_se_fm;faszinieren;object;f; m;se; sodass;Anastasia faszinierte Patrick, sodass;er jede ihrer Bewegungen verfolgte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1956;129;Selected;Anastasia;Patrick
378;378;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;53;3;1,56042E+13;2;weil_es_fm;verabscheuen;object;f; m;es; weil;Simone verabscheute Michael, weil;er so egoistisch war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1984;134;Selected;Simone;Michael
379;379;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;34;3;1,56041E+13;2;sodass_se_mf;enttäuschen;object;m; f;se; sodass;Michael enttäuschte Simone, sodass;sie ihm nicht mehr vertraute.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;613;128;Selected;Michael;Simone
380;380;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;38;4;1,56041E+12;2;weil_se_mf;inspirieren;subject;m; f;se; weil;Kevin inspirierte Saskia, weil;er so selbstlos handelte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1603;130;Selected;Kevin;Saskia
381;381;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;96;5;1,56042E+13;2;weil_se_fm;bezaubern;subject;f; m;se; weil;Martha bezauberte Tim, weil;sie so natürlich war.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;229;152;Selected;Martha;Tim
382;382;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;117;5;1,56042E+13;2;sodass_es_mf;vergöttern;subject;m; f;es; sodass;Tim vergötterte Martha, sodass;er keine Fehler sah, wennn es um sie ging.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;850;160;Selected;Tim;Martha
383;383;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;51;6;1,56042E+13;2;weil_es_mf;misstrauen;object;m; f;es; weil;Daniel misstraute Jana, weil;sie ihn schon einmal belogen hatte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;546;133;Selected;Daniel;Jana
384;384;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;83;6;1,56042E+13;2;sodass_se_fm;verwirren;object;f; m;se; sodass;Jana verwirrte Daniel, sodass;Er auf Abstand ging;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;896;146;Selected;Jana;Daniel
385;385;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;73;7;1,56042E+13;2;weil_es_fm;schätzen;object;f; m;es; weil;Lena schätzte Oliver, weil;er immer den besten Weg fand.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;614;143;Selected;Lena;Oliver
386;386;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;28;7;1,56041E+13;2;sodass_se_mf;überraschen;object;m; f;se; sodass;Oliver überraschte Lena, sodass;sie vor Freude weinte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;593;127;Selected;Oliver;Lena
387;387;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;20;9;1,56041E+13;2;weil_se_fm;stören;subject;f; m;se; weil;Annemarie störte Malte, weil;sie nicht aufhörte zu singen.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;269;125;Selected;Annemarie;Malte
388;388;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;86;9;1,56042E+13;2;sodass_es_mf;hassen;subject;m; f;es; sodass;Malte hasste Annemarie, sodass;Er ihr aus dem Weg ging.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;2062;148;Selected;Malte;Annemarie
389;389;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;66;10;1,56042E+13;2;weil_es_mf;achten;object;m; f;es; weil;Robin achtete Adele, weil;sie sehr gut im Umgang mit anderen Menschen war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;127;139;Selected;Robin;Adele
390;390;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;107;10;1,56042E+12;2;sodass_se_fm;beeindrucken;object;f; m;se; sodass;Adele beeindruckte Robin, sodass;er mehr so sein wollte wie sie.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1393;157;Selected;Adele;Robin
391;391;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;109;11;1,56042E+13;2;weil_es_fm;bewundern;object;f; m;es; weil;Anna bewunderte Armin, weil;er so ein großes Herz hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1677;158;Selected;Anna;Armin
392;392;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;56;11;1,56042E+13;2;sodass_se_mf;begeistern;object;m; f;se; sodass;Armin begeisterte Anna, sodass;sie ihn heroisierte.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1460;136;Selected;Armin;Anna
393;393;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;87;12;1,56042E+13;2;weil_se_mf;amüsieren;subject;m; f;se; weil;Fritz amüsierte Emma, weil;er so tollpatschig war.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1452;149;Selected;Fritz;Emma
394;394;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;68;12;1,56042E+13;2;sodass_es_fm;lieben;subject;f; m;es; sodass;Emma liebte Fritz, sodass;sie ihm einen Liebesbrief widmete.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;2002;140;Selected;Emma;Fritz
395;395;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;105;13;1,56042E+13;2;weil_se_fm;langweilen;subject;f; m;se; weil;Melanie langweilte Jacob, weil;sie immer das tat, was andere von ihr erwarteten.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;449;156;Selected;Melanie;Jacob
396;396;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;12;14;1,56041E+13;2;weil_es_mf;anhimmeln;object;m; f;es; weil;Yannick himmelte Janina an, weil;sie anders war als alle anderen.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1292;124;Selected;Yannick;Janina
397;397;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;91;14;1,56042E+12;2;sodass_se_fm;verblüffen;object;f; m;se; sodass;Janina verblüffte Yannick, sodass;Er nicht wusste, was er sagen soll.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;ja;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;26;150;Selected;Janina;Yannick
398;398;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;48;15;1,56042E+13;2;weil_es_fm;fürchten;object;f; m;es; weil;Katharina fürchtete Rüdiger, weil;er so unberechenbar war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1726;132;Selected;Katharina;Rüdiger
399;399;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;112;15;1,56042E+13;2;sodass_se_mf;ängstigen;object;m; f;se; sodass;Rüdiger ängstigte Katharina, sodass;sie die Polizei rief.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;486;159;Selected;Rüdiger;Katharina
400;400;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;103;16;1,56042E+13;2;weil_se_mf;entzücken;subject;m; f;se; weil;Dennis entzückte Stefanie, weil;er so mutig war.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;673;155;Selected;Dennis;Stefanie
401;401;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;72;16;1,56042E+13;2;sodass_es_fm;vertrauen;subject;f; m;es; sodass;Stefanie vertraute Dennis, sodass;sie sich gemütlich zurücklehnen konnte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;599;142;Selected;Stefanie;Dennis
402;402;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;63;17;1,56042E+13;2;sodass_es_mf;vermissen;subject;m; f;es; sodass;Felix vermisste Marike, sodass;er die besuchte wann immer er konnte.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1353;138;Selected;Felix;Marike
403;403;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;78;18;1,56042E+13;2;weil_es_mf;ekeln sich vor;object;m; f;es; weil;Klaus ekelte sich vor Marie, weil;sie so herzlos war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;236;144;Selected;Klaus;Marie
404;404;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;58;18;1,56042E+13;2;sodass_se_fm;erstaunen;object;f; m;se; sodass;Marie erstaunte Klaus, sodass;er versuchte mehr über sie heraus zu finden.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1059;137;Selected;Marie;Klaus
405;405;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;100;19;1,56042E+13;2;weil_es_fm;sorgen sich um;object;f; m;es; weil;Alisa sorgte sich um Alexander, weil;er auch immer für sie da war,.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;401;154;Selected;Alisa;Alexander
406;406;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;44;19;1,56041E+13;2;sodass_se_mf;erschüttern;object;m; f;se; sodass;Alexander erschütterte Alisa, sodass;sie das Gefühl hatte, ihn nicht zu kennen.;sinnvoll;zwei;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;223;131;Selected;Alexander;Alisa
407;407;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;69;20;1,56042E+13;2;weil_se_mf;erschrecken;subject;m; f;se; weil;Albert erschreckte Aisha, weil;er so brutal handelte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;202;141;Selected;Albert;Aisha
408;408;104;1;Experiment;21;female;rechts;72768;72768;keine;ja;female;54;20;1,56042E+13;2;sodass_es_fm;bedauern;subject;f; m;es; sodass;Aisha bedauerte Albert, sodass;sie ihm seine Hilfe anbot.;sinnvoll;zwei;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;243;135;Selected;Aisha;Albert
409;409;105;1;Experiment;24;female;rechts;88250;72076;keine;ja;female;75;1;1,56044E+13;2;weil_se_fm;schockieren;subject;f; m;se; weil;Johanna schockierte Lars, weil;sie nicht mehr Jungfrau war.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1356;184;Selected;Johanna;Lars
410;410;105;1;Experiment;24;female;rechts;88250;72076;keine;ja;female;9;2;1,56044E+13;2;weil_es_mf;verehren;object;m; f;es; weil;Patrick verehrte Anastasia, weil;sie so schöne Augen hatte.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1725;164;Selected;Patrick;Anastasia
411;411;105;1;Experiment;24;female;rechts;88250;72076;keine;ja;female;86;2;1,56044E+13;2;sodass_se_fm;faszinieren;object;f; m;se; sodass;Anastasia faszinierte Patrick, sodass;er ganz hin und weg war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;606;191;Selected;Anastasia;Patrick
412;412;105;1;Experiment;24;female;rechts;88250;72076;keine;ja;female;80;3;1,56044E+13;2;weil_es_fm;verabscheuen;object;f; m;es; weil;Simone verabscheute Michael, weil;er sich morgens nie die Zähne putze.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;443;187;Selected;Simone;Michael
413;413;105;1;Experiment;24;female;rechts;88250;72076;keine;ja;female;82;3;1,56044E+12;2;sodass_se_mf;enttäuschen;object;m; f;se; sodass;Michael enttäuschte Simone, sodass;sie sehr verletzt war.;sinnvoll;eine;so;NP2;Objekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;1079;189;Selected;Michael;Simone
414;414;105;1;Experiment;24;female;rechts;88250;72076;keine;ja;female;27;4;1,56044E+13;2;weil_se_mf;inspirieren;subject;m; f;se; weil;Kevin inspirierte Saskia, weil;er ein schönes Bild malte.;sinnvoll;eine;so;NP1;Subjekt;kongruent;pers;1;nein;ja;ja;bias-kongruente Anapher;biaskongruentes Personalpronomen;Selected;829;169;Selected;Kevin;Saskia
