index;Fall_Nr.;Liste;VP-Nr;Alter;Geschlecht;Muttersprache deutsch;weitere Muttersprachen;Händigkeit;Item;Condition;Unnamed: 10;Prompt;Fortsetzung;Art der Fortsetzung;Bias;Form der 1. Anapher;Kommentar;Timestamp;Torgrim_Art_Fortsetzung;Torgrim_Bias;Torgrim_Anapherntyp;Unnamed: 21;Continuation_Item;prompt;np1gender;NP1;NP2;verbclass;verb;RunCondition;Human;ChatGPT
1551;1552;Liste3;26;26;f;deutsch;nein;rechts;52;4;<id: item 52, condition 4>;Die Judith faszinierte den Benjamin seit dem Betriebsfest auf eine besondere Art und Weise, weil ;sie eine intelligente und witzige Rede gehalten hatte.;1;subjekt;pers;;14055111178915.0;1;subjekt;pers;;272;Judith faszinierte Benjamin seit dem Betriebsfest auf eine besondere Art und Weise, weil;f;Judith;Benjami;se;faszinierte;3;sie eine intelligente und witzige Rede gehalten hatte.;sie eine beeindruckende Mischung aus Intelligenz, Humor und Charme ausstrahlte.
1676;1677;Liste1;28;22;f;deutsch;nein;rechts;57;1;<id: item 57, condition 1>;Der Max störte die Kathrin durch das laute Gekreische an einer Engstelle, weil ;der Felsen dort glatt war;ns;;;;14055956623089.0;0;;;;317;Max störte Kathrin durch das laute Gekreische an einer Engstelle, weil;m;Max;Kathri;se;störte;2;der Felsen dort glatt war;sie sich gerade konzentrieren musste.
2147;2148;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;48;4;<id: item 48, condition 4>;Die Stefanie entzückte den Tom bei einem Besuch vorgestern über alle Maßen, weil ;sie sehr elegant angezogen war.;1;subjekt;pers;;14056024866999.0;;;;;468;Stefanie entzückte Tom bei einem Besuch vorgestern über alle Maßen, weil;f;Stefanie;To;se;entzückte;3;sie sehr elegant angezogen war.;sie ihm ein selbstgemachtes Geschenk überreichte, das genau seinen Geschmack traf.
1865;1866;Liste1;32;24;f;deutsch;nein;rechts;6;4;<id: item 6, condition 4>;Die Ellen ekelte sich vor dem Michael schon seit geraumer Zeit bis aufs Äußerste, weil;er immer nach Schweiß riecht.;1;objekt;pers;;14055934699401.0;;;;;406;Ellen ekelte sich vor Michael schon seit geraumer Zeit bis aufs Äußerste, weil;f;Ellen;Michae;es;ekelte sich vor;3;er immer nach Schweiß riecht.;er ständig in der Nase bohrte und die Ergebnisse in ihrer gemeinsamen Küche entsorgte.
1625;1626;Liste1;28;22;f;deutsch;nein;rechts;6;4;<id: item 6, condition 4>;Die Ellen ekelte sich vor dem Michael schon seit geraumer Zeit bis aufs Äußerste, weil;er während OPerationen popelt;1;objekt;pers;;14055955272037.0;;;;;286;Ellen ekelte sich vor Michael schon seit geraumer Zeit bis aufs Äußerste, weil;f;Ellen;Michae;es;ekelte sich vor;3;er während OPerationen popelt;er ständig unhöfliche und respektlose Bemerkungen machte.
1871;1872;Liste1;32;24;f;deutsch;nein;rechts;12;2;<id: item 12, condition 2>;Die Katharina respektierte den Peter für die sachliche Art zu diskutieren, weil ;die anderen immer sehr temperamentvoll diskutieren.;0;;;;14055928015208.0;;;;;412;Katharina respektierte Peter für die sachliche Art zu diskutieren, weil;f;Katharina;Pete;es;respektierte;1;die anderen immer sehr temperamentvoll diskutieren.;sie dadurch immer neue Perspektiven kennenlernte und ihre eigenen Argumente schärfen konnte.
463;464;Liste2;8;25;f;deutsch;nein;rechts;44;3;<id: item 44, condition 3>;Der Nikolas begeisterte die Leonie neulich bei einem Grillfest in der Nachbarschaft, weil ;er es extra für sie organisierte.;2;subjekt;pers;;14055096419736.0;;;;;104;Nikolas begeisterte Leonie neulich bei einem Grillfest in der Nachbarschaft, weil;m;Nikolas;Leoni;se;begeisterte;4;er es extra für sie organisierte.;er ihr ein beeindruckendes Gitarrensolo vorspielte.
2155;2156;Liste3;36;21;m;deutsch (im Kindergarten);Türkisch;rechts;56;4;<id: item 56, condition 4>;Die Johanna schockierte den Niko bei dem Essen auf abartige Art und Weise, weil ;er mit gebrochenem Arm auftauchte.;ns;;;;14056030821383.0;ns;;;;476;Johanna schockierte Niko bei dem Essen auf abartige Art und Weise, weil;f;Johanna;Nik;se;schockierte;3;er mit gebrochenem Arm auftauchte.;sie plötzlich begann, über ihre bizarre Insekten-Sammlung zu sprechen und ihm eines ihrer Exemplare als Dessert präsentierte.
821;822;Liste3;14;24;m;deutsch;nein;rechts;42;2;<id: item 42, condition 2>;Die Anne ängstigte den Leon durch aggressives Verhalten gegenüber den Teilnehmern, weil ;sie die Suppenkelle schwang.;1;subjekt;pers;;14055982884144.0;;;;;142;Anne ängstigte Leon durch aggressives Verhalten gegenüber den Teilnehmern, weil;f;Anne;Leo;se;ängstigte;1;sie die Suppenkelle schwang.;sie mit der stressigen Situation überfordert war und keine andere Möglichkeit sah, ihren Frust auszudrücken.
58;59;Liste4;1;24;m;deutsch;nein;rechts;59;2;<id: item 59, condition 2>;Die Jennifer verblüffte den Kevin durch einen unerwarteten Kuss auf den Mund, weil ;er nie damit gerechnet hätte, dass sie ihn liebt.;1;objekt;pers;;14055980016892.0;;;;;39;Jennifer verblüffte Kevin durch einen unerwarteten Kuss auf den Mund, weil;f;Jennifer;Kevi;se;verblüffte;1;er nie damit gerechnet hätte, dass sie ihn liebt.;sie damit ihre wahren Gefühle zeigen wollte.
1321;1322;Liste2;23;22;m;deutsch;nein;rechts;2;1;<id: item 2, condition 1>;Der Sebastian bedauerte die Laura für die schlechte Note in Mathematik, weil ;sie eigentlich besser sein könnte.;1;objekt;pers;;1405597670345.0;1;objekt;pers;;162;Sebastian bedauerte Laura für die schlechte Note in Mathematik, weil;m;Sebastian;Laur;es;bedauerte;2;sie eigentlich besser sein könnte.;er wusste, wie sehr sie sich angestrengt hatte und wie wichtig ihr das Fach war.
1620;1621;Liste1;28;22;f;deutsch;nein;rechts;1;1;<id: item 1, condition 1>;Der Bastian achtete die Elena für das Engagement im Umweltschutz, weil ;er bei den Grünen ist;1;subjekt;pers;;14055953568833.0;;;;;281;Bastian achtete Elena für das Engagement im Umweltschutz, weil;m;Bastian;Elen;es;achtete;2;er bei den Grünen ist;sie unermüdlich Projekte initiierte und viele Menschen dazu inspirierte, nachhaltiger zu leben.
1437;1438;Liste1;24;19;m;deutsch;nein;rechts;58;4;<id: item 58, condition 4>;Die Helene überraschte den Ramon vorgestern Nachmittag in allerhöchstem Maße, weil ;er ihr einen Antrag machte.;ns;;;;14055978804464.0;;;;;238;Helene überraschte Ramon vorgestern Nachmittag in allerhöchstem Maße, weil;f;Helene;Ramo;se;überraschte;3;er ihr einen Antrag machte.;sie unerwartet mit seinem Lieblingsessen und einer selbstgemachten Geburtstagstorte auftauchte.
45;46;Liste4;1;24;m;deutsch;nein;rechts;46;3;<id: item 46, condition 3>;Der Timo bezauberte die Marlene auf fast schon magische Art und Weise, weil ;er charmant und witzig ist und ihr das Gefühl gibt, die wichtigste Frau auf der Welt zu sein.;1;subjekt;pers;;14055986038469.0;;;;;26;Timo bezauberte Marlene auf fast schon magische Art und Weise, weil;m;Timo;Marlen;se;bezauberte;4;er charmant und witzig ist und ihr das Gefühl gibt, die wichtigste Frau auf der Welt zu sein.;er eine besondere Ausstrahlung und ein einnehmendes Lächeln hatte, das ihr Herz schneller schlagen ließ.
1322;1323;Liste2;23;22;m;deutsch;nein;rechts;3;4;<id: item 3, condition 4>;Die Sonja bemitleidete den Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil ;er am Skiausflug nicht teilnehmen konnte, da sein Hund zuvor gestorben ist.;1;objekt;pers;;14055966323597.0;;;;;163;Sonja bemitleidete Patrick bei der Faschingsausfahrt aus tiefstem Herzen, weil;f;Sonja;Patric;es;bemitleidete;3;er am Skiausflug nicht teilnehmen konnte, da sein Hund zuvor gestorben ist.;er kurz davor seinen geliebten Hut verloren hatte.
429;430;Liste2;8;25;f;deutsch;nein;rechts;10;1;<id: item 10, condition 1>;Der Steffen misstraute der Jessica wegen der Spendenaffäre im Herbst, weil;er vermutete, dass sie einige Spenden in die eigene Tasche steckte.;1;subjekt;pers;;14055102782621.0;;;;;90;Steffen misstraute Jessica wegen der Spendenaffäre im Herbst, weil;m;Steffen;Jessic;es;misstraute;2;er vermutete, dass sie einige Spenden in die eigene Tasche steckte.;sie verdächtige Zahlungen an unbekannte Konten geleistet hatte.
1734;1735;Liste4;29;20;f;deutsch;nein;rechts;55;2;<id: item 55, condition 2>;Die Sabrina langweilte den Oliver durch Erzählungen von der Arbeit, weil;sie sich bei jedem Familienfest wiederholt.;1;subjekt;pers;;14055932759889.0;;;;;355;Sabrina langweilte Oliver durch Erzählungen von der Arbeit, weil;f;Sabrina;Olive;se;langweilte;1;sie sich bei jedem Familienfest wiederholt.;er sich nicht für Bürogeschichten interessierte.
1918;1919;Liste1;32;24;f;deutsch;nein;rechts;59;3;<id: item 59, condition 3>;Der Kevin verblüffte die Jennifer in der vorletzten Woche aufs Allerheftigste, weil ;er total unvorbereitet zu einem Treffen kam.;1;subjekt;pers;;14055933929709.0;;;;;439;Kevin verblüffte Jennifer in der vorletzten Woche aufs Allerheftigste, weil;m;Kevin;Jennife;se;verblüffte;4;er total unvorbereitet zu einem Treffen kam.;er sich plötzlich als talentierter und leidenschaftlicher Pianist entpuppte.
1375;1376;Liste2;23;22;m;deutsch;nein;rechts;56;3;<id: item 56, condition 3>;Der Niko schockierte die Johanna bei dem Essen auf abartige Art und Weise, weil ;er völlig betrunken ankam und sich während des Essens über den Tisch erbrochen hat.;1;subjekt;pers;;14055972344384.0;;;;;196;Niko schockierte Johanna bei dem Essen auf abartige Art und Weise, weil;m;Niko;Johann;se;schockierte;4;er völlig betrunken ankam und sich während des Essens über den Tisch erbrochen hat.;er unerwartet mit den Händen aß und dabei laute Geräusche machte.
1635;1636;Liste1;28;22;f;deutsch;nein;rechts;16;2;<id: item 16, condition 2>;Die Jacqueline verachtete den Daniel für die Respektlosigkeit gegenüber den Mitgliedern, weil;er sich arrogant verhält;1;objekt;pers;;14055950842659.0;;;;;296;Jacqueline verachtete Daniel für die Respektlosigkeit gegenüber den Mitgliedern, weil;f;Jacqueline;Danie;es;verachtete;1;er sich arrogant verhält;sie fand, dass jeder Mensch Anstand und Würde verdient, unabhängig von der Situation.
1801;1802;Liste4;31;27;f;deutsch;Türkisch;rechts;2;3;<id: item 2, condition 3>;Der Sebastian bedauerte die Laura heute Morgen ganz außerordentlich, weil ;heute in der Pause so heftig gelacht hat, dass ihr ein lauter Pupser entwichen ist, und das vor  so vielen Menschen.;ns;;;;14055120206279.0;ns;;;;362;Sebastian bedauerte Laura heute Morgen ganz außerordentlich, weil;m;Sebastian;Laur;es;bedauerte;4;heute in der Pause so heftig gelacht hat, dass ihr ein lauter Pupser entwichen ist, und das vor  so vielen Menschen.;sie den Bus verpasst hatte und nun zu spät zur Arbeit kommen würde.
1919;1920;Liste1;32;24;f;deutsch;nein;rechts;60;2;<id: item 60, condition 2>;Die Paula verwirrte den Manuel durch eine unverständliche Erklärung über Computer Betriebssysteme, weil ;er es hätte viel einfacher erklären könen.;1;objekt;pers;;14055934472505.0;;;;;440;Paula verwirrte Manuel durch eine unverständliche Erklärung über Computer Betriebssysteme, weil;f;Paula;Manue;se;verwirrte;1;er es hätte viel einfacher erklären könen.;sie viele Fachbegriffe benutzte, die Manuel nicht kannte.
1868;1869;Liste1;32;24;f;deutsch;nein;rechts;9;1;<id: item 9, condition 1>;Der Marcel liebte die Anja für die extreme Großzügigkeit gegenüber Bedürftigen, weil;sie immer Geld an Hilfsorganisationen spendet.;1;objekt;pers;;14055929026415.0;;;;;409;Marcel liebte Anja für die extreme Großzügigkeit gegenüber Bedürftigen, weil;m;Marcel;Anj;es;liebte;2;sie immer Geld an Hilfsorganisationen spendet.;sie stets bereit war, anderen zu helfen und ihre Zeit und Ressourcen teilte.
1502;1503;Liste3;26;26;f;deutsch;nein;rechts;3;1;<id: item 3, condition 1>;Der Patrick bemitleidete die Sonja wegen der starken Grippe mit hohem Fieber, weil ;er weiß, wie schade es ist nicht an einemn Ausflug teilnehmen zu können.;1;subjekt;pers;;14055101222894.0;1;subjekt;pers;;243;Patrick bemitleidete Sonja wegen der starken Grippe mit hohem Fieber, weil;m;Patrick;Sonj;es;bemitleidete;2;er weiß, wie schade es ist nicht an einemn Ausflug teilnehmen zu können.;sie sich so schwach und erschöpft fühlte.
1811;1812;Liste4;31;27;f;deutsch;Türkisch;rechts;12;1;<id: item 12, condition 1>;Der Peter respektierte die Katharina für die sachliche Art zu diskutieren, weil;die meisten schnell in einen emotionalen Pathos verfallen.;0;;;;14055125206683.0;;;;;372;Peter respektierte Katharina für die sachliche Art zu diskutieren, weil;m;Peter;Katharin;es;respektierte;2;die meisten schnell in einen emotionalen Pathos verfallen.;sie stets fundierte Argumente vorbrachte und offen für unterschiedliche Perspektiven war.
1854;1855;Liste4;31;27;f;deutsch;Türkisch;rechts;55;2;<id: item 55, condition 2>;Die Sabrina langweilte den Oliver durch Erzählungen von der Arbeit, weil;sie nur davon berichtet, wer wen wie hintergangen hat.;1;subjekt;pers;;14055114539105.0;;;;;395;Sabrina langweilte Oliver durch Erzählungen von der Arbeit, weil;f;Sabrina;Olive;se;langweilte;1;sie nur davon berichtet, wer wen wie hintergangen hat.;sie immer wieder die gleichen Geschichten erzählte.
19;20;Liste4;1;24;m;deutsch;nein;rechts;20;1;<id: item 20, condition 1>;Der Tobias vertraute der Verena wegen der stoischen Ruhe bei Not-OPs, weil;er selbst öfters die Nerven verliert.;1;subjekt;pers;;14055978421013.0;;;;;20;Tobias vertraute Verena wegen der stoischen Ruhe bei Not-OPs, weil;m;Tobias;Veren;es;vertraute;2;er selbst öfters die Nerven verliert.;sie immer einen klaren Kopf behielt und präzise Entscheidungen traf.
1554;1555;Liste3;26;26;f;deutsch;nein;rechts;55;1;<id: item 55, condition 1>;Der Oliver langweilte die Sabrina durch Erzählungen von der Arbeit, weil;er Bänker war.;1;subjekt;pers;;14055104221075.0;;;;;275;Oliver langweilte Sabrina durch Erzählungen von der Arbeit, weil;m;Oliver;Sabrin;se;langweilte;2;er Bänker war.;sie sich nicht für seine Büropolitik interessierte.
1815;1816;Liste4;31;27;f;deutsch;Türkisch;rechts;16;1;<id: item 16, condition 1>;Der Daniel verachtete die Jacqueline für die Respektlosigkeit gegenüber den Mitgliedern, weil ;diese es nicht verdient hätten so von ihr behandelt zu werden;0;;;;14055128396106.0;;;;;376;Daniel verachtete Jacqueline für die Respektlosigkeit gegenüber den Mitgliedern, weil;m;Daniel;Jacquelin;es;verachtete;2;diese es nicht verdient hätten so von ihr behandelt zu werden;sie sich ständig über ihre Vorschläge lustig machte und nie ernsthaft zuhörte.
1438;1439;Liste1;24;19;m;deutsch;nein;rechts;59;3;<id: item 59, condition 3>;Der Kevin verblüffte die Jennifer in der vorletzten Woche aufs Allerheftigste, weil ;er sich einfach schlafen legte.;1;subjekt;pers;;1405597992505.0;1;subjekt;pers;;239;Kevin verblüffte Jennifer in der vorletzten Woche aufs Allerheftigste, weil;m;Kevin;Jennife;se;verblüffte;4;er sich einfach schlafen legte.;er plötzlich fließend Spanisch sprach, obwohl er zuvor nie Unterricht genommen hatte.
1907;1908;Liste1;32;24;f;deutsch;nein;rechts;48;2;<id: item 48, condition 2>;Die Stefanie entzückte den Tom gestern mit einer selbst gebackenen Torte, weil ;er selbst gar nicht backen kann.;1;objekt;pers;;14055930341136.0;;;;;428;Stefanie entzückte Tom gestern mit einer selbst gebackenen Torte, weil;f;Stefanie;To;se;entzückte;1;er selbst gar nicht backen kann.;sie ihm zu ihrem Jahrestag eine Freude machen wollte.
246;247;Liste2;5;31;m;deutsch;nein;rechts;7;4;<id: item 7, condition 4>;Die Franziska fürchtete den Jan schon seit langer Zeit über jedes erdenkliche Maß hinaus, weil;er Choleriker ist.;1;objekt;pers;;14056055211247.0;;;;;47;Franziska fürchtete Jan schon seit langer Zeit über jedes erdenkliche Maß hinaus, weil;f;Franziska;Ja;es;fürchtete;3;er Choleriker ist.;er eine unberechenbare und bedrohliche Ausstrahlung hatte, die sie in ständige Angst versetzte.
787;788;Liste3;14;24;m;deutsch;nein;rechts;8;4;<id: item 8, condition 4>;Die Jasmin hasste den Christian seit mehreren Wochen aus tiefstem Herzen, weil ;er einen Ãœberschlag machen konnte.;1;objekt;pers;;14055976091923.0;;;;;128;Jasmin hasste Christian seit mehreren Wochen aus tiefstem Herzen, weil;f;Jasmin;Christia;es;hasste;3;er einen Ãœberschlag machen konnte.;er ihr Vertrauen mehrmals missbraucht hatte.
1906;1907;Liste1;32;24;f;deutsch;nein;rechts;47;3;<id: item 47, condition 3>;Der Christoph enttäuschte die Lea bei dieser Begegnung auf das Allerheftigste, weil ;er sein Kind geschlagen hatte.;1;subjekt;pers;;14055943207427.0;;;;;427;Christoph enttäuschte Lea bei dieser Begegnung auf das Allerheftigste, weil;m;Christoph;Le;se;enttäuschte;4;er sein Kind geschlagen hatte.;er ihr Vertrauen missbrauchte und Geheimnisse ausplauderte, die sie ihm anvertraut hatte.
1673;1674;Liste1;28;22;f;deutsch;nein;rechts;54;4;<id: item 54, condition 4>;Die Alexandra irritierte den Lars auf überaus befremdliche Art und Weise, weil ;sie nicht mit ihm sprach;2;subjekt;pers;;14055949189977.0;;;;;314;Alexandra irritierte Lars auf überaus befremdliche Art und Weise, weil;f;Alexandra;Lar;se;irritierte;3;sie nicht mit ihm sprach;sie ständig in Rätseln sprach und unerwartete Fragen stellte.
297;298;Liste2;5;31;m;deutsch;nein;rechts;58;1;<id: item 58, condition 1>;Der Ramon überraschte die Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil ;er ihr eine Freude machen wollte.;2;subjekt;pers;;14056046148135.0;;;;;78;Ramon überraschte Helene mit einem ausgefallenen Geschenk zum Geburtstag, weil;m;Ramon;Helen;se;überraschte;2;er ihr eine Freude machen wollte.;er wusste, dass sie schon lange davon geträumt hatte.
1420;1421;Liste1;24;19;m;deutsch;nein;rechts;41;1;<id: item 41, condition 1>;Der Fabian amüsierte die Amelia durch das Erzählen von Witzen über Kollegen, weil ;Amelia sehr gerne über ihre Kollegen lästert.;1;objekt;name;;14055964919478.0;;;;;221;Fabian amüsierte Amelia durch das Erzählen von Witzen über Kollegen, weil;m;Fabian;Ameli;se;amüsierte;2;Amelia sehr gerne über ihre Kollegen lästert.;sie immer laut darüber lachte und seine Bemühungen zu schätzen wusste.
1435;1436;Liste1;24;19;m;deutsch;nein;rechts;56;2;<id: item 56, condition 2>;Die Johanna schockierte den Niko durch eine Striptease Einlage nach dem Essen, weil ;sie nicht die Figur hat um so eine Nummer durchzuziehen.;1;subjekt;pers;;14055964533221.0;;;;;236;Johanna schockierte Niko durch eine Striptease Einlage nach dem Essen, weil;f;Johanna;Nik;se;schockierte;1;sie nicht die Figur hat um so eine Nummer durchzuziehen.;sie eine verlorene Wette einlösen musste.
43;44;Liste4;1;24;m;deutsch;nein;rechts;44;1;<id: item 44, condition 1>;Der Nikolas begeisterte die Leonie mit dem  besonders schönen Gesang beim Karaoke, weil ;er ihr Lieblingslied sang;2;subjekt;pers;;14055974841124.0;1;subjekt;pers;;24;Nikolas begeisterte Leonie mit dem  besonders schönen Gesang beim Karaoke, weil;m;Nikolas;Leoni;se;begeisterte;2;er ihr Lieblingslied sang;sie von seiner Stimme und seinem Charisma beeindruckt war.
55;56;Liste4;1;24;m;deutsch;nein;rechts;56;1;<id: item 56, condition 1>;Der Niko schockierte die Johanna durch eine Striptease Einlage nach dem Essen, weil ;er viel zu viel getrunken hatte und sich nicht mehr beherrschen konnte.;1;subjekt;pers;;14055986772223.0;1;subjekt;pers;;36;Niko schockierte Johanna durch eine Striptease Einlage nach dem Essen, weil;m;Niko;Johann;se;schockierte;2;er viel zu viel getrunken hatte und sich nicht mehr beherrschen konnte.;er eine verlorene Wette einlösen musste.
